source,target,done,0.759574071
Trade CGY/BUF 7/30/2005,Chris Butler,a,
Trade CGY/BUF 7/30/2005,Daniel Ryder,,
Trade CGY/NYR 2/1/2010,Ales Kotalik,a,
Trade CGY/NYR 2/1/2010,Olli Jokinen,,
Trade CGY/NYR 2/1/2010,Brandon Prust,,
Trade CGY/NYR 2/1/2010,Chris Higgins,a,
Trade EDM/BUF 3/4/2009,Ales Kotalik,a,
Trade EDM/BUF 3/4/2009,Jesse Blacker,,
Trade BUF/FLA 3/23/1999,Ryan Miller,,
Trade BUF/FLA 3/23/1999,Rhett Warrener,a,
Trade BUF/FLA 3/23/1999,Michael Wilson,,
Trade MTL/DAL 2/26/2009,Steve Begin,a,
Trade MTL/DAL 2/26/2009,Doug Janik,a,
Trade STL/CGY 7/4/1994,Phil Housley,,
Trade STL/CGY 7/4/1994,Al MacInnis,,
Trade STL/CGY 7/4/1994,Steve Begin,a,
Trade STL/CGY 7/4/1994,John Tripp,,
Trade STL/CGY 7/4/1994,Didier Tremblay,,
Trade COL/CGY 10/1/2002,Chris Drury,a,
Trade COL/CGY 10/1/2002,Dean McAmmond,,
Trade COL/CGY 10/1/2002,Derek Morris,a,
Trade COL/CGY 10/1/2002,Stephane Yelle,,
Trade COL/CGY 10/1/2002,Jeff Shantz,a,
Trade QUE/DAL 2/13/1994,Tommy Sjodin,,
Trade QUE/DAL 2/13/1994,Manny Fernandez,,
Trade QUE/DAL 2/13/1994,Chris Drury,a,
Trade CGY/NYR 6/1/2011,Tyler Wotherspoon,,
Trade CGY/NYR 6/1/2011,Roman Horak,a,
Trade CGY/NYR 6/1/2011,Markus Granlund,,
Trade CGY/NYR 6/1/2011,Tim Erixon,a,
Trade CGY/NYR 6/1/2011,Shane McColgan,,
Trade NYR/PHX 2/26/2008,Al Montoya,,
Trade NYR/PHX 2/26/2008,Roman Horak,a,
Trade NYR/PHX 2/26/2008,Fredrik Sjostrom,,
Trade NYR/PHX 2/26/2008,David LeNeveu,,
Trade NYR/PHX 2/26/2008,Marcel Hossa,,
Trade NYR/PHX 2/26/2008,Josh Gratton,,
Trade ANA/EDM 7/3/2006,Jordan Eberle,a,
Trade ANA/EDM 7/3/2006,Travis Hamonic,,
Trade ANA/EDM 7/3/2006,Nick Ross,,
Trade ANA/EDM 7/3/2006,Joffrey Lupul,a,
Trade ANA/EDM 7/3/2006,Ladislav Smid,a,
Trade ANA/EDM 7/3/2006,Chris Pronger,,
Trade CHI/VAN 10/24/2025,Lukas Reichel,a,
Trade CHI/VAN 10/24/2025,2027 4th Round (CHI/VAN),a,
Trade EDM/ANA 7/12/2011,Andrew Cogliano,a,
Trade EDM/ANA 7/12/2011,Marc-Olivier Roy (2),a,
Trade CBJ/CGY 3/4/2009,Garrett Wilson,a,
Trade CBJ/CGY 3/4/2009,Kevin Lalande,,
Trade LAK/FLA 6/27/2009,Garrett Wilson,a,
Trade LAK/FLA 6/27/2009,Brock Beukeboom,,
Trade LAK/FLA 6/27/2009,Wade Megan,,
Trade DAL/CGY 2/29/2016,Kris Russell,,
Trade DAL/CGY 2/29/2016,Dillon Dube,,
Trade DAL/CGY 2/29/2016,Jyrki Jokipakka,a,
Trade DAL/CGY 2/29/2016,Brett Pollock,,
Trade TBL/FLA 12/2/2011,Michael Kostka,a,
Trade TBL/FLA 12/2/2011,Evan Oberg,,
Trade TBL/FLA 12/2/2011,James Wright,,
Trade TBL/FLA 12/2/2011,Mike Vernace,,
Trade COL/OTT 2/18/2011,Brian Elliott,a,
Trade COL/OTT 2/18/2011,Craig Anderson,,
Trade CBJ/CGY 9/28/2009,Max Reinhart,,
Trade CBJ/CGY 9/28/2009,Anton Stralman,a,
Trade TOR/ATL 7/1/2009,Colin Stuart,a,
Trade TOR/ATL 7/1/2009,Pavel Kubina,,
Trade TOR/ATL 7/1/2009,Tim Stapleton,,
Trade TOR/ATL 7/1/2009,Garnet Exelby,,
Trade CBJ/ANA 1/26/2007,Curtis Glencross,a,
Trade CBJ/ANA 1/26/2007,Zenon Konopka,,
Trade CBJ/ANA 1/26/2007,Sebastian Stefaniszin,,
Trade CBJ/ANA 1/26/2007,Mark Hartigan,,
Trade CBJ/ANA 1/26/2007,Trent Vogelhuber,,
Trade CBJ/ANA 1/26/2007,Joe Motzko,,
Trade CBJ/EDM 2/1/2008,Dick Tarnstrom,,
Trade CBJ/EDM 2/1/2008,Curtis Glencross,a,
Trade CHI/NYI 3/9/2004,Niklas Hjalmarsson,a,
Trade CHI/NYI 3/9/2004,Alexander Karpotsev,,
Trade CAR/STL 1/30/2006,Reto Berra,,
Trade CAR/STL 1/30/2006,Cade Fairchild,a,
Trade CAR/STL 1/30/2006,Doug Weight,,
Trade CAR/STL 1/30/2006,Erkki Rajamaki,,
Trade CAR/STL 1/30/2006,Jesse Boulerice,,
Trade CAR/STL 1/30/2006,Mike Zigomanis,,
Trade CAR/STL 1/30/2006,Matthew Corrente,,
Trade CAR/STL 1/30/2006,Magnus Kahnberg,,
Trade PIT/CHI 7/17/2008,Danny Richmond,a,
Trade PIT/CHI 7/17/2008,Tim Brent,,
Trade STL/PIT 3/4/2009,Danny Richmond,a,
Trade STL/PIT 3/4/2009,Andy Wozniewski,,
Trade WSH/COL 2/2/2012,Danny Richmond,a,
Trade WSH/COL 2/2/2012,Mike Carman,,
Trade CGY/CAR 11/17/2010,Ian White,,
Trade CGY/CAR 11/17/2010,Brett Sutter,a,
Trade CGY/CAR 11/17/2010,Tom Kostopoulos,,
Trade CGY/CAR 11/17/2010,Anton Babchuk,a,
Trade LAK/PHI 5/28/2003,Roman Cechmanek,,
Trade LAK/PHI 5/28/2003,Bryan Bickell,a,
Trade PHI/CHI 2/19/2004,Colin Fraser,,
Trade PHI/CHI 2/19/2004,Bryan Bickell,a,
Trade PHI/CHI 2/19/2004,Jim Vandermeer,,
Trade PHI/CHI 2/19/2004,RJ Anderson,,
Trade PHI/CHI 2/19/2004,Alexei Zhamnov,,
Trade CHI/DET 2/24/2017,Tomas Jurco,,
Trade CHI/DET 2/24/2017,Keith Petruzzelli,a,
Trade CHI/FLA 10/22/2019,Ian McCoshen,,
Trade CHI/FLA 10/22/2019,Aleksi Saarela,a,
Trade CHI/BOS 2/3/2007,Kris Versteeg,a,
Trade CHI/BOS 2/3/2007,Brandon Bochenski,,
Trade CHI/TOR 6/30/2010,Philippe Paradis,,
Trade CHI/TOR 6/30/2010,Viktor Stalberg,,
Trade CHI/TOR 6/30/2010,Christopher DiDomenico,a,
Trade CHI/TOR 6/30/2010,Kris Versteeg,a,
Trade CHI/TOR 6/30/2010,Billy Sweatt,,
Trade PHI/TOR 2/14/2011,Josh Leivo,,
Trade PHI/TOR 2/14/2011,Kris Versteeg,a,
Trade PHI/TOR 2/14/2011,Stuart Percy,,
Trade LAK/CAR 2/28/2016,Valentin Zykov,a,
Trade LAK/CAR 2/28/2016,Kris Versteeg,a,
Trade BOS/PHX 5/31/2003,Kris Versteeg,a,
Trade BOS/PHX 5/31/2003,Darren McLachlan,a,
Trade CHI/CAR 2/29/2016,Dennis Robertson,a,
Trade CHI/CAR 2/29/2016,Drew MacIntyre,a,
Trade ANA/TOR 8/10/2009,Dennis Robertson,a,
Trade ANA/TOR 8/10/2009,Justin Pogge,a,
Trade CHI/OTT 7/16/2019,Artem Anisimov,a,
Trade CHI/OTT 7/16/2019,Zack Smith,,
Trade ANA/CHI 2/29/2016,Tim Jackman,,
Trade ANA/CHI 2/29/2016,Corey Tropp,a,
Trade ANA/CHI 2/29/2016,Joshua Ess,a,
Trade CBJ/PHX 10/8/2005,Tim Jackman,a,
Trade CBJ/PHX 10/8/2005,Mike Rupp,,
Trade CBJ/PHX 10/8/2005,Geoff Sanderson,,
Trade CBJ/PHX 10/8/2005,Jason Chimera,,
Trade CBJ/PHX 10/8/2005,Cale Hulse,,
Trade PHX/LAK 3/9/2006,Yanick Lehoux,a,
Trade PHX/LAK 3/9/2006,Tim Jackman,a,
Trade CGY/ANA 11/21/2013,Adam Ollas Mattson,a,
Trade CGY/ANA 11/21/2013,Tim Jackman,a,
Trade NJD/CGY 2/26/1996,Jocelyn Lemieux,,
Trade NJD/CGY 2/26/1996,Tommy Albelin,,
Trade NJD/CGY 2/26/1996,Phil Housley,,
Trade NJD/CGY 2/26/1996,Cale Hulse,a,
Trade CGY/CBJ 2/28/2006,Cam Severson,,
Trade CGY/CBJ 2/28/2006,Cale Hulse,a,
Trade CGY/NSH 3/14/2000,Sergei Krivokrasov,a,
Trade CGY/NSH 3/14/2000,Denis Platonov,a,
Trade MIN/ANA 11/1/2001,Sergei Krivokrasov,a,
Trade MIN/ANA 11/1/2001,Niklas Eckerblom,,
Trade CHI/NSH 6/26/1998,Sergei Krivokrasov,a,
Trade CHI/NSH 6/26/1998,Chris Terreri,,
Trade CGY/NSH 3/14/2000,Cale Hulse,a,
Trade CHI/WIN 6/20/1992,Sergei Bautin,,
Trade CHI/WIN 6/20/1992,Sergei Krivokrasov,a,
Trade CHI/WIN 6/20/1992,Boris Mironov,,
Trade CHI/WIN 6/20/1992,Jeff Shantz,a,
Trade CGY/CHI 10/27/1998,Marty McInnis,,
Trade CGY/CHI 10/27/1998,Steve Dubinsky,a,
Trade CGY/CHI 10/27/1998,Jeff Shantz,a,
Trade CGY/CHI 10/27/1998,Jamie Allison,a,
Trade CGY/CHI 10/27/1998,Erik Andersson,a,
Trade PHX/CGY 7/1/1996,Don Hay (Coach),a,
Trade PHX/CGY 7/1/1996,Erik Andersson,a,
Trade CGY/CBJ 3/19/2002,Jamie Allison,a,
Trade CGY/CBJ 3/19/2002,Blake Sloan,a,
Trade CGY/NYI 3/18/1997,Tyrone Garner,,
Trade CGY/NYI 3/18/1997,Robert Reichel,,
Trade CGY/NYI 3/18/1997,Marty McInnis,a,
Trade CGY/NYI 3/18/1997,Ilja Demidov,,
Trade CHI/ANA 10/27/1998,Marty McInnis,a,
Trade CHI/ANA 10/27/1998,Ryan Van Buskirk,,
Trade BOS/ANA 3/5/2002,Marty McInnis,a,
Trade BOS/ANA 3/5/2002,Valtteri Filppula,a,
Trade PHI/TBL 3/1/2017,Maksim Sushko,,
Trade PHI/TBL 3/1/2017,Wyatt Kalynuk,a,
Trade PHI/TBL 3/1/2017,Valtteri Filppula,a,
Trade PHI/TBL 3/1/2017,Mark Streit,,
Trade ANA/NSH 6/22/2002,Joffrey Lupul,a,
Trade ANA/NSH 6/22/2002,Valtteri Filppula,a,
Trade NSH/DET 6/23/2002,Valtteri Filppula,a,
Trade NSH/DET 6/23/2002,Grigory Shafigulin,a,
Trade PHI/EDM 7/1/2007,Joffrey Lupul,a,
Trade PHI/EDM 7/1/2007,Cameron Abney,,
Trade PHI/EDM 7/1/2007,Joni Pitkanen,,
Trade PHI/EDM 7/1/2007,Geoff Sanderson,,
Trade PHI/EDM 7/1/2007,Jason Smith,a,
Trade NJD/TOR 2/25/1997,Steve Sullivan,,
Trade NJD/TOR 2/25/1997,Doug Gilmour,,
Trade NJD/TOR 2/25/1997,Jason Smith,a,
Trade NJD/TOR 2/25/1997,Andre Lakos,,
Trade NJD/TOR 2/25/1997,Alyn McCauley,,
Trade NJD/TOR 2/25/1997,Dave Ellett,,
Trade TOR/EDM 3/23/1999,Kris Vernarsky,a,
Trade TOR/EDM 3/23/1999,Jason Smith,a,
Trade TOR/EDM 3/23/1999,Jonathan Zion,a,
Trade BOS/TOR 5/13/2002,Ric Jackman,a,
Trade BOS/TOR 5/13/2002,Kris Vernarsky,a,
Trade DAL/BOS 6/24/2001,Ric Jackman,a,
Trade DAL/BOS 6/24/2001,Cameron Mann,,
Trade TOR/PIT 2/11/2004,Ric Jackman,a,
Trade TOR/PIT 2/11/2004,Drake Berehowsky,,
Trade FLA/PIT 3/9/2006,Ric Jackman,a,
Trade FLA/PIT 3/9/2006,Petr Taticek,a,
Trade FLA/ANA 1/3/2007,Ric Jackman,a,
Trade FLA/ANA 1/3/2007,Corey Syvret,a,
Trade CGY/FLA 6/22/2002,Petr Taticek,a,
Trade CGY/FLA 6/22/2002,Eric Nystrom,,
Trade CGY/FLA 6/22/2002,Michael Lambert,a,
Trade MTL/CGY 6/23/2002,Jiri Cetkovsky,a,
Trade MTL/CGY 6/23/2002,Yuri Artemenkov,a,
Trade MTL/CGY 6/23/2002,Michael Lambert,x,
Trade MTL/MIN 5/25/2002,Jiri Cetkovsky,a,
Trade MTL/MIN 5/25/2002,Chris Dyment,a,
Trade MIN/PHX 12/9/2003,Michael Schutte,,
Trade MIN/PHX 12/9/2003,Chris Dyment,a,
Trade CHI/TBL 7/17/1998,Mark Fitzpatrick,,
Trade CHI/TBL 7/17/1998,Chris Dyment,a,
Trade CHI/TBL 7/17/1998,Michal Sykora,,
Trade CHI/MTL 11/16/1998,Eric Weinrich,,
Trade CHI/MTL 11/16/1998,Jeff Hackett,,
Trade CHI/MTL 11/16/1998,Chris Dyment,a,
Trade CHI/MTL 11/16/1998,Alain Nasreddine,,
Trade CHI/MTL 11/16/1998,Brad Brown,,
Trade CHI/MTL 11/16/1998,Dave Manson,,
Trade CHI/MTL 11/16/1998,Jocelyn Thibault,a,
Trade COL/MTL 12/6/1995,Martin Rucinsky,,
Trade COL/MTL 12/6/1995,Patrick Roy,,
Trade COL/MTL 12/6/1995,Jocelyn Thibault,a,
Trade COL/MTL 12/6/1995,Mike Keane,,
Trade COL/MTL 12/6/1995,Andrei Kovalenko,,
Trade PHI/QUE 6/30/1992,Steve Duchesne,,
Trade PHI/QUE 6/30/1992,Ron Hextall,,
Trade PHI/QUE 6/30/1992,Peter Forsberg,,
Trade PHI/QUE 6/30/1992,Mike Ricci,,
Trade PHI/QUE 6/30/1992,Eric Lindros,,
Trade PHI/QUE 6/30/1992,Chris Simon,,
Trade PHI/QUE 6/30/1992,Jocelyn Thibault,a,
Trade PHI/QUE 6/30/1992,Kerry Huffman,,
Trade PHI/QUE 6/30/1992,Nolan Baumgartner,a,
Trade TOR/QUE 6/28/1994,Wendel Clark,,
Trade TOR/QUE 6/28/1994,Mats Sundin,,
Trade TOR/QUE 6/28/1994,Todd Warriner,,
Trade TOR/QUE 6/28/1994,Sylvain Lefebvre,,
Trade TOR/QUE 6/28/1994,Nolan Baumgartner,a,
Trade TOR/QUE 6/28/1994,Jeff Kealty,,
Trade TOR/QUE 6/28/1994,Garth Butcher,,
Trade TOR/QUE 6/28/1994,Landon Wilson,,
Trade TOR/WSH 6/28/1994,Mike Ridley,,
Trade TOR/WSH 6/28/1994,Eric Fichaud,,
Trade TOR/WSH 6/28/1994,Rob Pearson,a,
Trade TOR/WSH 6/28/1994,Nolan Baumgartner,a,
Trade STL/WSH 1/29/1996,Rob Pearson,a,
Trade STL/WSH 1/29/1996,Denis Chasse,,
Trade PHI/TOR 3/6/1989,Ken Wregget,,
Trade PHI/TOR 3/6/1989,Steve Bancroft,a,
Trade PHI/TOR 3/6/1989,Rob Pearson,a,
Trade TOR/BOS 11/9/1990,Steve Bancroft,a,
Trade TOR/BOS 11/9/1990,Rob Cimetta,,
Trade BOS/CHI 1/8/1992,Steve Bancroft,a,
Trade BOS/CHI 1/8/1992,Yevgeny Pavlov,,
Trade BOS/CHI 1/8/1992,Ross Hewson,,
Trade CHI/WIN 2/21/1993,Troy Murray,,
Trade CHI/WIN 2/21/1993,Steve Bancroft,a,
Trade CHI/WIN 2/21/1993,Ross Hewson,,
Trade CGY/PHI 8/26/1987,Steve Bancroft,a,
Trade CGY/PHI 8/26/1987,Dominic Roussel,,
Trade CGY/PHI 8/26/1987,Brad McCrimmon,a,
Trade BOS/PHI 6/9/1982,Brad McCrimmon,a,
Trade BOS/PHI 6/9/1982,Pete Peeters,,
Trade CGY/DET 6/15/1990,Brad McCrimmon,a,
Trade CGY/DET 6/15/1990,David Harlock,,
Trade DET/HFD 6/1/1993,Brad McCrimmon,a,
Trade DET/HFD 6/1/1993,Tim Spitzig,a,
Trade DET/HFD 3/22/1993,Steve Konroyd,a,
Trade DET/HFD 3/22/1993,Tim Spitzig,a,
Trade CGY/NYI 3/11/1986,Richard Kromm,,
Trade CGY/NYI 3/11/1986,Steve Konroyd,a,
Trade CGY/NYI 3/11/1986,John Tonelli,,
Trade CHI/NYI 11/25/1988,Marc Bergevin,,
Trade CHI/NYI 11/25/1988,Steve Konroyd,a,
Trade CHI/NYI 11/25/1988,Bob Bassen,,
Trade CHI/NYI 11/25/1988,Gary Nylund,,
Trade CHI/HFD 1/24/1992,Rob Brown,,
Trade CHI/HFD 1/24/1992,Steve Konroyd,a,
Trade DET/OTT 3/21/1994,Steve Konroyd,a,
Trade DET/OTT 3/21/1994,Daniel Berthiaume,,
Trade BOS/CGY 6/2/1980,Jim Craig,,
Trade BOS/CGY 6/2/1980,Mike Vernon,a,
Trade BOS/CGY 6/2/1980,Steve Konroyd,a,
Trade MIN/BOS 2/28/2011,Anton Khudobin,a,
Trade MIN/BOS 2/28/2011,Jeff Penner,a,
Trade MIN/BOS 2/28/2011,Mikko Lehtonen (1987),a,
Trade CGY/DET 6/29/1994,Mike Vernon,a,
Trade CGY/DET 6/29/1994,Steve Chiasson,,
Trade DET/SJS 8/18/1997,Mike Vernon,a,
Trade DET/SJS 8/18/1997,Andrei Maximenko,,
Trade DET/SJS 8/18/1997,Sheldon Keefe,,
Trade DET/SJS 8/18/1997,Maxim Linnik,,
Trade FLA/SJS 12/30/1999,Radek Dvorak,a,
Trade FLA/SJS 12/30/1999,Mike Vernon,a,
Trade FLA/SJS 12/30/1999,Sean O'Connor,,
Trade CGY/MIN 6/23/2000,Mike Vernon,a,
Trade CGY/MIN 6/23/2000,Jake Riddle,,
Trade CGY/MIN 6/23/2000,Dan Cavanaugh,,
Trade WSH/COL 11/30/2010,Tomas Fleischmann,a,
Trade WSH/COL 11/30/2010,Scott Hannan,,
Trade DET/WSH 2/27/2004,Mike Green,,
Trade DET/WSH 2/27/2004,Robert Lang,,
Trade DET/WSH 2/27/2004,Tomas Fleischmann,a,
Trade DET/WSH 2/27/2004,Luke Lynes,,
Trade VAN/MTL 2/3/2014,Dale Weise,a,
Trade VAN/MTL 2/3/2014,Raphael Diaz,,
Trade NSH/NYR 6/21/2008,Nick Olive,,
Trade NSH/NYR 6/21/2008,Dale Weise,a,
Trade NSH/NYR 6/21/2008,Jani Lajunen,,
Trade STL/NSH 6/20/2008,Dale Weise,a,
Trade STL/NSH 6/20/2008,Chris Mason,,
Trade STL/NYR 2/26/208,Dale Weise,a,
Trade STL/NYR 2/26/208,Christian Backman,a,
Trade NYR/CBJ 7/2/2008,Christian Backman,a,
Trade NYR/CBJ 7/2/2008,Fedor Tyutin,,
Trade NYR/CBJ 7/2/2008,Nikolai Zherdev,,
Trade NYR/CBJ 7/2/2008,Dan Fritsche,a,
Trade CBJ/CHI 3/19/2002,Dan Fritsche,a,
Trade CBJ/CHI 3/19/2002,Jaroslav Spacek,,
Trade CBJ/CHI 3/19/2002,Lyle Odelein,a,
Trade NYR/MIN 1/29/2009,Dan Fritsche,a,
Trade NYR/MIN 1/29/2009,Erik Reitz,a,
Trade NJD/MTL 8/22/1996,Lyle Odelein,a,
Trade NJD/MTL 8/22/1996,Stephane Richer,,
Trade DAL/CHI 3/10/2003,Lyle Odelein,a,
Trade DAL/CHI 3/10/2003,Troy Brouwer,,
Trade DAL/CHI 3/10/2003,Sami Helenius,,
Trade PHX/NJD 3/7/2000,Lyle Odelein,a,
Trade PHX/NJD 3/7/2000,Deron Quint,,
Trade PHX/NJD 3/7/2000,Beat Schiess-Forster,a,
Trade PHX/NJD 6/23/2001,Beat Schiess-Forster,a,
Trade PHX/NJD 6/23/2001,Milan Gajic,a,
Trade PHX/NJD 6/23/2001,Marek Chvatal,a,
Trade NJD/ATL 6/24/2001,Milan Gajic,a,
Trade NJD/ATL 6/24/2001,Jason Ryznar,,
Trade NJD/ATL 6/24/2001,Tim Conboy,a,
Trade SJS/ATL 6/23/2002,Tim Conboy,a,
Trade SJS/ATL 6/23/2002,Pauli Levokari,a,
Trade SJS/ATL 6/23/2002,Denis Loginov,a,
Trade CBJ/ATL 12/2/2002,Pauli Levokari,a,
Trade CBJ/ATL 12/2/2002,Tomi Kallio,,
Trade CBJ/ATL 12/2/2002,Chris Nielsen,,
Trade CBJ/ATL 12/2/2002,Petteri Nummelin,a,
Trade CBJ/PIT 2/10/2004,Pauli Levokari,a,
Trade CBJ/PIT 2/10/2004,Brendan Buckley,a,
Trade ATL/MIN 6/14/2006,Petteri Nummelin,a,
Trade ATL/MIN 6/14/2006,Spencer Machacek,,
Trade MIN/EDM 3/8/2006,Trevor Lewis,,
Trade MIN/EDM 3/8/2006,Dwayne Roloson,,
Trade MIN/EDM 3/8/2006,Spencer Machacek,a,
Trade CBJ/WPG 3/10/2013,Spencer Machacek,a,
Trade CBJ/WPG 3/10/2013,Tomas Kubalik,,
Trade CBJ/PIT 2/6/2014,Paul Thompson b.1988,a,
Trade CBJ/PIT 2/6/2014,Spencer Machacek,a,
Trade CBJ/CAR 2/23/2007,Tomas Kubalik,a,
Trade CBJ/CAR 2/23/2007,Anson Carter,a,
Trade COL/WSH 4/3/1996,Anson Carter,a,
Trade COL/WSH 4/3/1996,Ben Storey,,
Trade BOS/WSH 3/1/1997,Anson Carter,a,
Trade BOS/WSH 3/1/1997,Jason Allison,,
Trade BOS/WSH 3/1/1997,Adam Oates,,
Trade BOS/WSH 3/1/1997,Jim Carey,,
Trade BOS/WSH 3/1/1997,Rick Tocchet,,
Trade BOS/WSH 3/1/1997,Bill Ranford,,
Trade BOS/WSH 3/1/1997,Lee Goren,,
Trade BOS/WSH 3/1/1997,Bobby Allen,,
Trade NYR/EDM 3/11/2003,Radek Dvorak,a,
Trade NYR/EDM 3/11/2003,Cory Cross,,
Trade NYR/EDM 3/11/2003,Anson Carter,a,
Trade NYR/EDM 3/11/2003,Ales Pisa,,
Trade LAK/WSH 3/8/2004,Anson Carter,a,
Trade LAK/WSH 3/8/2004,Jared Aulin,,
Trade CAR/COL 6/24/2000,Sandis Ozolinsh,,
Trade CAR/COL 6/24/2000,Nolan Pratt,,
Trade CAR/COL 6/24/2000,Jared Aulin,a,
Trade CAR/COL 6/24/2000,Agris Saviels,,
Trade CAR/COL 6/24/2000,Vaclav Nedorost,a,
Trade CAR/COL 6/24/2000,Tomas Kurka,a,
Trade CBJ/COL 6/7/2000,Tomas Kurka,a,
Trade CBJ/COL 6/7/2000,Marc Denis,a,
Trade COL/FLA 7/18/2003,Vaclav Nedorost,a,
Trade COL/FLA 7/18/2003,Peter Worrell,,
Trade COL/FLA 7/18/2003,David Shantz,a,
Trade COL/FLA 7/18/2003,Eric Messier,a,
Trade COL/NYR 3/8/2004,Matthew Barnaby,,
Trade COL/NYR 3/8/2004,David Shantz,a,
Trade COL/NYR 3/8/2004,Denis Parshin,,
Trade COL/NYR 3/8/2004,Chris McAlister,,
Trade COL/NYR 3/8/2004,David Liffiton,,
Trade FLA/NYR 6/26/2004,David Shantz,a,
Trade FLA/NYR 6/26/2004,Enver Lisin,a,
Trade FLA/NYR 6/26/2004,Zdenek Bahensky,a,
Trade PHX/NYR 6/26/2004,Brandon Dubinsky,,
Trade PHX/NYR 6/26/2004,Enver Lisin,,
Trade PHX/NYR 6/26/2004,Billy Ryan,,
Trade FLA/DAL 3/8/2004,Drew Bagnall,,
Trade FLA/DAL 3/8/2004,Enver Lisin,a,
Trade FLA/DAL 3/8/2004,Valeri Bure,,
Trade NYR/PHX 7/13/2009,Lauri Korpikoski,a,
Trade NYR/PHX 7/13/2009,Enver Lisin,a,
Trade EDM/ARI 6/30/2015,Boyd Gordon,,
Trade EDM/ARI 6/30/2015,Lauri Korpikoski,a,
Trade CGY/NYR 6/26/2004,Lauri Korpikoski,a,
Trade CGY/NYR 6/26/2004,Jonathan Paiement,,
Trade CGY/NYR 6/26/2004,Kris Chucko,,
Trade CGY/NYR 6/26/2004,Adam Pineault,a,
Trade CBJ/CGY 6/26/2004,Dustin Boyd,,
Trade CBJ/CGY 6/26/2004,Brandon Prust,,
Trade CBJ/CGY 6/26/2004,Adam Pineault,a,
Trade CHI/CBJ 1/10/2009,Mike Blunden,a,
Trade CHI/CBJ 1/10/2009,Adam Pineault,a,
Trade CBJ/MTL 7/7/2011,Ryan Russell,,
Trade CBJ/MTL 7/7/2011,Mike Blunden,a,
Trade CHI/NSH 2/16/2004,Steve Sullivan,,
Trade CHI/NSH 2/16/2004,Mike Blunden,a,
Trade CHI/NSH 2/16/2004,Ryan Garlock,a,
Trade CHI/OTT 2/15/2018,Ville Pokka,a,
Trade CHI/OTT 2/15/2018,Christopher DiDomenico,a,
Trade BUF/FLA 3/15/2013,Gustav Possler,,
Trade BUF/FLA 3/15/2013,TJ Brennan,a,
Trade PHI/CHI 2/24/2020,TJ Brennan,a,
Trade PHI/CHI 2/24/2020,Nathan Noel,,
Trade PHI/BUF 2/27/2007,TJ Brennan,a,
Trade PHI/BUF 2/27/2007,Martin Biron,a,
Trade COL/NSH 6/30/2003,Peter Regin,a,
Trade COL/NSH 6/30/2003,Karlis Skrastins,,
Trade NSH/OTT 3/9/2004,Peter Regin,a,
Trade NSH/OTT 3/9/2004,Shane Hnidy,a,
Trade DET/OTT 6/25/2000,Shane Hnidy,a,
Trade DET/OTT 6/25/2000,Todd Jackson,,
Trade ATL/NSH 7/30/2005,Shane Hnidy,a,
Trade ATL/NSH 7/30/2005,Niko Snellman,,
Trade ANA/BOS 1/2/2008,Brandon Bochenski,,
Trade ANA/BOS 1/2/2008,Shane Hnidy,a,
Trade ANA/BOS 1/2/2008,Nicholas Tremblay,a,
Trade MTL/NYR 11/30/2017,Peter Holland,a,
Trade MTL/NYR 11/30/2017,Adam Cracknell,a,
Trade TOR/ANA 12/10/2018,Steve Oleksy,,
Trade TOR/ANA 12/10/2018,Adam Cracknell,a,
Trade NYR/SJS 1/16/2013,Tommy Grant,,
Trade NYR/SJS 1/16/2013,Brandon Mashinter,,
Trade NYR/SJS 1/16/2013,Ivan Nalimov,a,
Trade CHI/CGY 2/24/2004,Ville Nieminen,,
Trade CHI/CGY 2/24/2004,Joe Fallon,a,
Trade CHI/CGY 2/24/2004,Jason Morgan,a,
Trade DAL/VAN 4/7/1995,Russ Courtnall,,
Trade DAL/VAN 4/7/1995,Greg Adams (1963),,
Trade DAL/VAN 4/7/1995,Jason Morgan,a,
Trade DAL/VAN 4/7/1995,Dan Kesa,,
Trade LAK/DAL 6/7/1995,Jeff Mitchell,,
Trade LAK/DAL 6/7/1995,Jason Morgan,a,
Trade CBJ/PHI 4/3/2013,Martins Dzierkals,a,
Trade CBJ/PHI 4/3/2013,Steve Mason,,
Trade CBJ/PHI 4/3/2013,Michael Leighton,,
Trade CBJ/TOR 6/26/2015,Gabriel Carlsson,,
Trade CBJ/TOR 6/26/2015,Travis Dermott,,
Trade CBJ/TOR 6/26/2015,Martins Dzierkals,a,
Trade ANA/TBL 2/24/2007,Shane O'Brien,a,
Trade ANA/TBL 2/24/2007,Gerald Coleman,,
Trade ANA/TBL 2/24/2007,Colton Gillies,,
Trade ANA/TBL 2/24/2007,Luca Cunti,,
Trade TBL/VAN 10/6/2008,Shane O'Brien,a,
Trade TBL/VAN 10/6/2008,Juraj Simek,,
Trade TBL/VAN 10/6/2008,Lukas Krajicek,,
Trade TBL/VAN 10/6/2008,Michel Ouellet,,
Trade VAN/NSH 10/5/2010,Ryan Parent,,
Trade VAN/NSH 10/5/2010,Shane O'Brien,a,
Trade VAN/NSH 10/5/2010,Dan Gendur,,
Trade VAN/NSH 10/5/2010,Jonas Andersson,a,
Trade MIN/CGY 2/29/2016,Niklas Backstrom,a,
Trade MIN/CGY 2/29/2016,David Jones,a,
Trade MIN/CGY 2/29/2016,Matthew Phillips,a,
